blue,green,red,ndwi,brightness,label,source_file
0.18257917,0.11361743,0.13113466,-0.07157104,0.14244376,0,GSL_1998_11.tif
0.21792905,0.15768634,0.15977806,-0.0065888143,0.17846449,0,GSL_1998_11.tif
0.50134283,0.42412594,0.40138417,0.027548706,0.44228435,0,GSL_1998_11.tif
0.31695262,0.23812476,0.2153548,0.05021154,0.25681072,0,GSL_1998_11.tif
0.19180089,0.14482024,0.15043384,-0.019012695,0.16235165,0,GSL_1998_11.tif
0.24840459,0.22323251,0.20423944,0.044431034,0.22529216,0,GSL_1998_11.tif
0.25499153,0.24420322,0.20619379,0.08439077,0.23512952,0,GSL_1998_11.tif
0.41558096,0.33507636,0.31191173,0.03580374,0.35418966,0,GSL_1998_11.tif
0.37149242,0.29247642,0.28876495,0.006385395,0.31757793,0,GSL_1998_11.tif
0.27391797,0.24845815,0.23166138,0.03498448,0.25134584,0,GSL_1998_11.tif
0.2906049,0.30615297,0.29969707,0.010655916,0.29881832,0,GSL_1998_11.tif
0.2528837,0.253017,0.22103462,0.06746591,0.24231178,0,GSL_1998_11.tif
0.4096088,0.32945377,0.31148422,0.028036285,0.35018227,0,GSL_1998_11.tif
0.4529069,0.3798544,0.35673958,0.031380653,0.39650026,0,GSL_1998_11.tif
0.3737759,0.2942493,0.25786185,0.06590589,0.308629,0,GSL_1998_11.tif
0.25973412,0.2574239,0.2694047,-0.02274132,0.2621876,0,GSL_1998_11.tif
0.25846064,0.26801056,0.25548,0.023936518,0.2606504,0,GSL_1998_11.tif
0.5090559,0.48115745,0.46268108,0.01957575,0.48429814,0,GSL_2021_12.tif
0.50827515,0.48255268,0.46920973,0.014019184,0.4866792,0,GSL_2021_12.tif
0.5865819,0.56682473,0.5745058,-0.0067299223,0.5759708,0,GSL_2021_12.tif
0.834023,0.8311438,0.86228627,-0.018390164,0.8424843,0,GSL_2021_12.tif
0.80175185,0.80280507,0.8266387,-0.014626843,0.8103986,0,GSL_2021_12.tif
0.7455376,0.73375654,0.72382694,0.0068123653,0.7343736,0,GSL_2021_12.tif
0.28049746,0.23038764,0.23764499,-0.015506027,0.24951003,0,GSL_2021_12.tif
0.4341614,0.39406392,0.3722911,0.028410856,0.40017214,0,GSL_2021_12.tif
0.47259182,0.45601225,0.4455217,0.011636306,0.4580419,0,GSL_2021_12.tif
0.34654346,0.29828894,0.260813,0.0670287,0.3018818,0,GSL_2021_12.tif
0.4965928,0.48903275,0.45730796,0.0335236,0.4809778,0,GSL_2021_12.tif
0.64589024,0.6315325,0.617982,0.01084462,0.63180155,0,GSL_2021_12.tif
0.6086165,0.58462167,0.5572598,0.023962073,0.5834993,0,GSL_2021_12.tif
0.32332325,0.3016375,0.24636911,0.10085333,0.29044327,0,GSL_2021_12.tif
0.30250314,0.24895974,0.24024488,0.017814297,0.26390257,0,GSL_2021_12.tif
0.6562714,0.64607394,0.6255506,0.016139429,0.642632,0,GSL_2021_12.tif
0.60985994,0.59941113,0.563904,0.030522354,0.5910583,0,GSL_2021_12.tif
0.65933657,0.652244,0.62581056,0.020682521,0.645797,0,GSL_2021_12.tif
0.4811512,0.46208927,0.4242025,0.042747464,0.45581433,0,GSL_2021_12.tif
0.43615663,0.43328547,0.41573837,0.02066736,0.42839348,0,GSL_2021_12.tif
0.75852126,0.7556772,0.753697,0.0013119635,0.7559652,0,GSL_2021_12.tif
0.6390659,0.62412226,0.5908563,0.027379842,0.6180148,0,GSL_2021_12.tif
0.55671084,0.54701245,0.5191279,0.02615464,0.5409504,0,GSL_2021_12.tif
0.8016651,0.7879536,0.7713474,0.010649772,0.78698874,0,GSL_2021_12.tif
0.34012392,0.30566818,0.30229592,0.0055467854,0.31602934,0,GSL_2021_12.tif
0.14858636,0.13901573,0.24853808,-0.28259832,0.1787134,0,GSL_2024_10.tif
0.23485368,0.19959737,0.30719602,-0.21231224,0.24721569,0,GSL_2024_10.tif
0.19801691,0.19416997,0.29441905,-0.20518036,0.22886865,0,GSL_2024_10.tif
0.20582505,0.18390189,0.2892647,-0.22267547,0.22633053,0,GSL_2024_10.tif
0.2063288,0.17290038,0.28578007,-0.24609604,0.22166975,0,GSL_2024_10.tif
0.12176163,0.1621189,0.24135102,-0.1963763,0.17507719,0,GSL_2024_10.tif
0.14512306,0.17722765,0.25986314,-0.18905753,0.1940713,0,GSL_2024_10.tif
0.23246087,0.18243502,0.29427385,-0.23460564,0.23638992,0,GSL_2024_10.tif
0.2111774,0.17898789,0.2851267,-0.22869043,0.22509731,0,GSL_2024_10.tif
0.24064681,0.18448864,0.2970325,-0.23372522,0.24072266,0,GSL_2024_10.tif
0.10608238,0.14869706,0.25158712,-0.2570419,0.16878885,0,GSL_2024_10.tif
0.14776777,0.17436725,0.2727853,-0.220099,0.19830678,0,GSL_2024_10.tif
0.2459362,0.20458473,0.3179403,-0.21693763,0.25615373,0,GSL_2024_10.tif
0.2400801,0.20355792,0.32033598,-0.2229036,0.254658,0,GSL_2024_10.tif
0.24599917,0.2060516,0.31656098,-0.21145524,0.25620392,0,GSL_2024_10.tif
0.1151499,0.1460567,0.25354722,-0.268992,0.1715846,0,GSL_2024_10.tif
0.13876322,0.1742939,0.26363814,-0.20401345,0.19223176,0,GSL_2024_10.tif
0.22918649,0.19262975,0.30690563,-0.22876386,0.24290729,0,GSL_2024_10.tif
0.24222104,0.21081892,0.3141653,-0.19685577,0.2557351,0,GSL_2024_10.tif
0.24700667,0.21323925,0.31728694,-0.1961213,0.2591776,0,GSL_2024_10.tif
0.11458318,0.14546995,0.24948183,-0.2633527,0.16984499,0,GSL_2024_10.tif
0.17925219,0.19094285,0.28476372,-0.19722383,0.2183196,0,GSL_2024_10.tif
0.38031173,0.28086185,0.36164337,-0.12572877,0.34093896,0,GSL_2024_10.tif
0.3767225,0.2802751,0.37028235,-0.13835381,0.34242666,0,GSL_2024_10.tif
0.3767225,0.29024982,0.38915744,-0.14557907,0.35204324,0,GSL_2024_10.tif
0.015843973,0.024940925,0.05254397,-0.35623318,0.031109624,1,GSL_1990_11.tif
0.009245937,0.016379343,0.033065014,-0.3374568,0.01956343,1,GSL_1990_11.tif
0.012237593,0.020200614,0.05473535,-0.4608505,0.029057853,1,GSL_1990_11.tif
0.004901888,0.011106956,0.035865113,-0.5270713,0.01729132,1,GSL_1990_11.tif
0.0063772253,0.013864076,0.034404192,-0.42553198,0.018215163,1,GSL_1990_11.tif
0.006008391,0.0129934065,0.028438764,-0.37277758,0.01581352,1,GSL_1990_11.tif
0.012237593,0.020200614,0.055952787,-0.4694696,0.029463664,1,GSL_1990_11.tif
0.0049428693,0.015508673,0.03184758,-0.34501383,0.017433042,1,GSL_1990_11.tif
